rate_date	close	open	high	low	change_percent
2016-8-24	6.6722	6.6577	6.6734	6.6551	0.22
2016-8-23	6.6575	6.6609	6.662	6.6474	-0.06
2016-8-22	6.6612	6.6562	6.6752	6.6554	0.08
2016-8-19	6.6558	6.631	6.6622	6.6302	0.36
2016-8-18	6.6322	6.6357	6.6411	6.6232	-0.04
2016-8-17	6.6351	6.629	6.645	6.6263	0.08
2016-8-16	6.63	6.6471	6.6483	6.6236	-0.26
2016-8-15	6.647	6.6505	6.6569	6.6451	-0.08
2016-8-12	6.6523	6.6433	6.6571	6.6404	0.15
2016-8-11	6.6426	6.6434	6.6519	6.6342	-0.01
2016-8-10	6.643	6.6609	6.6635	6.6311	-0.29
2016-8-9	6.662	6.6687	6.6727	6.6596	-0.10
2016-8-8	6.6684	6.6649	6.6746	6.6635	0.04
2016-8-5	6.6659	6.6471	6.6723	6.6446	0.29
2016-8-4	6.6467	6.6437	6.6547	6.6334	0.05
2016-8-3	6.6437	6.6332	6.6454	6.6306	0.16
2016-8-2	6.6334	6.6463	6.6569	6.6285	-0.19
2016-8-1	6.646	6.6338	6.6479	6.6257	0.26
2016-7-29	6.6288	6.663	6.6661	6.6236	-0.48
2016-7-28	6.661	6.6727	6.6737	6.6601	-0.16
2016-7-27	6.6715	6.6806	6.6834	6.6707	-0.13
2016-7-26	6.6801	6.6879	6.6888	6.6748	-0.11
2016-7-25	6.6872	6.683	6.692	6.6825	0.07
2016-7-22	6.6824	6.675	6.6867	6.6694	0.10
2016-7-21	6.6757	6.6788	6.6871	6.6684	-0.04
2016-7-20	6.6781	6.7112	6.7127	6.6772	-0.48
2016-7-19	6.7105	6.7096	6.7164	6.7021	0.02
2016-7-18	6.7094	6.706	6.7171	6.7022	-0.01
2016-7-15	6.71	6.6903	6.7173	6.6852	0.26
2016-7-14	6.6928	6.6883	6.6989	6.6867	0.07
2016-7-13	6.6879	6.6974	6.702	6.6787	-0.13
2016-7-12	6.6966	6.7058	6.7073	6.6939	-0.14
2016-7-11	6.706	6.7006	6.7084	6.6963	0.07
2016-7-8	6.7015	6.7021	6.7077	6.6949	0.01
2016-7-7	6.701	6.6955	6.7031	6.6905	0.08
2016-7-6	6.6958	6.6905	6.7088	6.6883	0.09
2016-7-5	6.6895	6.6738	6.6959	6.673	0.20
2016-7-4	6.676	6.6774	6.6839	6.6678	-0.02
2016-7-1	6.6773	6.6685	6.6791	6.6603	0.12
2016-6-30	6.6692	6.6544	6.7	6.6517	0.22
2016-6-29	6.6544	6.6865	6.6875	6.6514	-0.45
2016-6-28	6.6843	6.6816	6.6898	6.6719	0.04
2016-6-27	6.6813	6.6368	6.6878	6.625	0.67
2016-6-24	6.6366	6.5842	6.6525	6.5793	0.78
2016-6-23	6.5851	6.5812	6.5972	6.5803	0.06
2016-6-22	6.581	6.5941	6.6005	6.5801	-0.19
2016-6-21	6.5935	6.5893	6.596	6.5823	0.05
2016-6-20	6.5905	6.5957	6.5965	6.5839	-0.08
2016-6-17	6.5961	6.5978	6.6043	6.5891	-0.02
2016-6-16	6.5977	6.5947	6.6073	6.5858	0.04
2016-6-15	6.5948	6.6063	6.6163	6.5853	-0.17
2016-6-14	6.6061	6.5964	6.607	6.594	0.15
2016-6-13	6.5961	6.6028	6.6086	6.594	-0.10
2016-6-10	6.6028	6.5836	6.6086	6.5816	0.26
2016-6-9	6.5857	6.5691	6.5881	6.5662	0.29
2016-6-8	6.5667	6.5751	6.5804	6.5653	-0.14
2016-6-7	6.5756	6.5664	6.5784	6.5647	0.13
2016-6-6	6.5673	6.5417	6.5723	6.5414	0.39
2016-6-3	6.542	6.5876	6.5969	6.5399	-0.70
2016-6-2	6.5878	6.5865	6.5893	6.5814	0.02
2016-6-1	6.5868	6.5873	6.6002	6.5846	0.01
2016-5-31	6.5864	6.5895	6.5925	6.5823	-0.06
2016-5-30	6.5903	6.5766	6.5926	6.5762	0.20
2016-5-27	6.5771	6.5586	6.5785	6.5568	0.28
2016-5-26	6.5585	6.565	6.567	6.5548	-0.11
2016-5-25	6.5655	6.5667	6.5706	6.5609	-0.02
2016-5-24	6.5666	6.5624	6.5705	6.5605	0.07
2016-5-23	6.5617	6.5613	6.5668	6.5564	0.00
2016-5-20	6.5616	6.5632	6.5671	6.5536	-0.02
2016-5-19	6.563	6.5773	6.5835	6.5579	-0.23
2016-5-18	6.578	6.5487	6.5811	6.5442	0.46
2016-5-17	6.5477	6.5477	6.5495	6.5373	-0.02
2016-5-16	6.5492	6.5522	6.5606	6.5431	-0.06
2016-5-13	6.5533	6.5503	6.5603	6.54	0.06
2016-5-12	6.5491	6.5281	6.5512	6.5259	0.32
2016-5-11	6.528	6.537	6.54	6.5262	-0.13
2016-5-10	6.5363	6.54	6.5447	6.534	-0.09
2016-5-9	6.5419	6.5152	6.5419	6.5104	0.41
2016-5-6	6.5149	6.5199	6.524	6.5087	-0.07
2016-5-5	6.5193	6.5173	6.5218	6.509	0.04
2016-5-4	6.5169	6.5034	6.521	6.5004	0.21
2016-5-3	6.5035	6.4803	6.5061	6.4737	0.37
2016-5-2	6.4798	6.4858	6.4878	6.4787	-0.10
2016-4-29	6.4861	6.4836	6.4929	6.4748	0.02
2016-4-28	6.4851	6.5045	6.5167	6.4799	-0.30
2016-4-27	6.5044	6.5035	6.5136	6.4973	0.01
2016-4-26	6.5037	6.5062	6.5108	6.4977	-0.09
2016-4-25	6.5094	6.5035	6.5174	6.5011	0.05
2016-4-22	6.506	6.4879	6.5077	6.4836	0.28
2016-4-21	6.4877	6.4826	6.4898	6.4766	0.09
2016-4-20	6.482	6.4668	6.4827	6.4668	0.22
2016-4-19	6.4675	6.4845	6.4861	6.4672	-0.26
2016-4-18	6.4844	6.4858	6.4929	6.4816	0.00
2016-4-15	6.4843	6.4925	6.5001	6.4818	-0.12
2016-4-14	6.4923	6.4847	6.5012	6.4829	0.12
2016-4-13	6.4846	6.4732	6.4861	6.4708	0.17
2016-4-12	6.4733	6.4701	6.4865	6.468	0.06
2016-4-11	6.4691	6.4803	6.4863	6.4684	-0.17
2016-4-8	6.4798	6.4866	6.4942	6.4786	-0.08
2016-4-7	6.4852	6.4818	6.4904	6.4742	0.04
2016-4-6	6.4823	6.4866	6.4952	6.4797	-0.06
2016-4-5	6.4859	6.4725	6.4881	6.4683	0.20
2016-4-4	6.4728	6.4698	6.4829	6.4672	0.02
2016-4-1	6.4718	6.4644	6.4851	6.4615	0.11
2016-3-31	6.4644	6.4734	6.4811	6.4571	-0.16
2016-3-30	6.4745	6.4925	6.4981	6.4737	-0.28
2016-3-29	6.4928	6.5165	6.5194	6.4919	-0.38
2016-3-28	6.5178	6.5286	6.5312	6.5168	-0.13
2016-3-25	6.5262	6.5231	6.5304	6.521	0.05
2016-3-24	6.5231	6.508	6.5246	6.5042	0.23
2016-3-23	6.5081	6.4938	6.5097	6.4887	0.22
2016-3-22	6.4936	6.4843	6.4984	6.4809	0.13
2016-3-21	6.4852	6.4652	6.4871	6.4652	0.34
2016-3-18	6.4633	6.4566	6.48	6.4455	0.12
2016-3-17	6.4556	6.4842	6.4995	6.4496	-0.45
2016-3-16	6.4848	6.5119	6.5263	6.4798	-0.41
2016-3-15	6.5115	6.4931	6.5127	6.4924	0.28
2016-3-14	6.4936	6.4833	6.4974	6.4815	0.16
2016-3-11	6.4835	6.5033	6.5069	6.4722	-0.31
2016-3-10	6.5039	6.5118	6.5283	6.5014	-0.12
2016-3-9	6.5115	6.5086	6.5203	6.5073	0.05
2016-3-8	6.5085	6.5076	6.5141	6.5054	0.02
2016-3-7	6.5075	6.5062	6.5271	6.4989	0.09
2016-3-4	6.5015	6.5217	6.5315	6.5008	-0.31
2016-3-3	6.5214	6.5481	6.5493	6.5198	-0.42
2016-3-2	6.5488	6.55	6.5568	6.5464	-0.02
2016-3-1	6.55	6.5526	6.5568	6.5406	-0.03
2016-2-29	6.5522	6.5461	6.5591	6.5435	0.13
2016-2-26	6.544	6.5327	6.544	6.5307	0.13
2016-2-25	6.5355	6.5338	6.5484	6.5318	0.01
2016-2-24	6.5348	6.5318	6.5453	6.5309	0.02
2016-2-23	6.5338	6.5272	6.5389	6.524	0.09
2016-2-22	6.5281	6.5268	6.5305	6.52	0.00
2016-2-19	6.528	6.5208	6.5294	6.5182	0.08
2016-2-18	6.5229	6.5225	6.5334	6.5149	-0.03
2016-2-17	6.525	6.5175	6.5398	6.5153	0.10
2016-2-16	6.5185	6.4977	6.527	6.4968	0.26
2016-2-15	6.5015	6.5083	6.5363	6.4855	-0.14
2016-2-12	6.5105	6.528	6.5499	6.4984	-0.29
2016-2-11	6.5295	6.544	6.5478	6.5254	-0.26
2016-2-10	6.5463	6.564	6.5698	6.5268	-0.29
2016-2-9	6.5655	6.571	6.5832	6.5623	-0.10
2016-2-8	6.5723	6.57	6.5839	6.5681	0.01
2016-2-5	6.5715	6.5742	6.5856	6.5567	-0.06
2016-2-4	6.5756	6.6126	6.6201	6.5617	-0.57
2016-2-3	6.6135	6.6265	6.6532	6.5971	-0.22
2016-2-2	6.6283	6.6178	6.6317	6.6123	0.12
2016-2-1	6.6203	6.5926	6.6224	6.5926	0.40
2016-1-29	6.5941	6.6125	6.6316	6.5906	-0.31
2016-1-28	6.6145	6.6173	6.6185	6.6081	-0.05
2016-1-27	6.6181	6.6076	6.6208	6.6047	0.10
2016-1-26	6.6116	6.6083	6.623	6.6063	0.03
2016-1-25	6.6095	6.611	6.621	6.6042	-0.04
2016-1-22	6.612	6.6018	6.6149	6.5997	0.13
2016-1-21	6.6036	6.6015	6.6205	6.5986	0.01
2016-1-20	6.6032	6.59	6.6133	6.5864	0.19
2016-1-19	6.591	6.5837	6.6096	6.5824	0.10
2016-1-18	6.5844	6.6058	6.6087	6.5737	-0.48
2016-1-15	6.616	6.5986	6.621	6.5972	0.22
2016-1-14	6.6014	6.5651	6.6266	6.5646	0.52
2016-1-13	6.5671	6.5762	6.5841	6.5593	-0.17
2016-1-12	6.5785	6.5829	6.6088	6.565	-0.09
2016-1-11	6.5842	6.6814	6.7076	6.5827	-1.49
2016-1-8	6.6836	6.6808	6.6926	6.6524	0.01
2016-1-7	6.683	6.6953	6.7541	6.6624	-0.19
2016-1-6	6.696	6.6419	6.7344	6.6353	0.77
2016-1-5	6.6448	6.6274	6.6563	6.6255	0.24
2016-1-4	6.6291	6.5687	6.635	6.568	0.90
2016-1-1	6.5697	6.5681	6.5697	6.5681	0.01
2015-12-31	6.5689	6.5658	6.593	6.564	0.01
2015-12-30	6.5682	6.575	6.6123	6.562	-0.13
2015-12-29	6.577	6.5596	6.5825	6.5578	0.25
2015-12-28	6.5606	6.5381	6.5663	6.5343	0.31
2015-12-25	6.54	6.546	6.5478	6.5345	-0.01
2015-12-24	6.5408	6.5433	6.55	6.5303	-0.06
2015-12-23	6.5446	6.5318	6.5499	6.5272	0.27
2015-12-22	6.5271	6.5499	6.5537	6.5237	-0.38
2015-12-21	6.5518	6.5528	6.5605	6.5458	-0.06
2015-12-18	6.5555	6.5665	6.5753	6.5497	-0.19
2015-12-17	6.5681	6.5224	6.5732	6.521	0.68
2015-12-16	6.524	6.5373	6.5464	6.5132	-0.24
2015-12-15	6.54	6.5526	6.5563	6.5263	-0.21
2015-12-14	6.5536	6.5295	6.5606	6.5295	0.37
2015-12-11	6.5297	6.4956	6.563	6.4955	0.50
2015-12-10	6.4971	6.504	6.5431	6.487	-0.08
2015-12-9	6.502	6.4854	6.5232	6.4845	0.22
2015-12-8	6.4878	6.4715	6.5004	6.4707	0.25
2015-12-7	6.4719	6.4425	6.4752	6.4419	0.38
2015-12-4	6.4475	6.4202	6.4528	6.4185	0.40
2015-12-3	6.4219	6.4461	6.4565	6.4185	-0.39
2015-12-2	6.4471	6.4451	6.452	6.4357	0.00
2015-12-1	6.4472	6.4238	6.4518	6.423	0.35
2015-11-30	6.4245	6.4495	6.4606	6.4146	-0.41
2015-11-27	6.4512	6.4335	6.4589	6.4316	0.25
2015-11-26	6.4348	6.4217	6.4397	6.4183	0.19
2015-11-25	6.4226	6.4262	6.4291	6.414	-0.07
2015-11-24	6.4273	6.4295	6.434	6.4213	-0.06
2015-11-23	6.431	6.4172	6.436	6.416	0.16
2015-11-20	6.4207	6.4021	6.4216	6.402	0.27
2015-11-19	6.4036	6.4164	6.4188	6.4013	-0.22
2015-11-18	6.418	6.4107	6.4206	6.4023	0.11
2015-11-17	6.4112	6.398	6.4119	6.3904	0.18
2015-11-16	6.3999	6.4074	6.422	6.3843	-0.10
2015-11-13	6.406	6.39	6.4162	6.3888	0.22
2015-11-12	6.3918	6.3887	6.4	6.386	0.02
2015-11-11	6.3905	6.3924	6.4002	6.3844	-0.05
2015-11-10	6.3939	6.3898	6.3958	6.3829	0.04
2015-11-9	6.3912	6.3908	6.3957	6.3805	-0.02
2015-11-6	6.3926	6.3713	6.394	6.355	0.31
2015-11-5	6.3726	6.3508	6.3761	6.3505	0.28
2015-11-4	6.3547	6.3438	6.3586	6.3427	0.16
2015-11-3	6.3447	6.345	6.3558	6.3409	-0.02
2015-11-2	6.3461	6.3215	6.3509	6.3212	0.39
2015-10-30	6.3215	6.348	6.3529	6.3141	-0.44
2015-10-29	6.3495	6.3883	6.4013	6.3451	-0.62
2015-10-28	6.389	6.3921	6.4062	6.3867	-0.08
2015-10-27	6.3944	6.388	6.3971	6.3784	0.08
2015-10-26	6.3891	6.3945	6.3971	6.3856	-0.13
2015-10-23	6.3973	6.3861	6.4013	6.381	0.15
2015-10-22	6.3874	6.3683	6.3969	6.3617	0.29
2015-10-21	6.3688	6.3697	6.3738	6.3554	-0.03
2015-10-20	6.3707	6.388	6.3895	6.3641	-0.28
2015-10-19	6.3886	6.3617	6.3907	6.3615	0.38
2015-10-16	6.3645	6.3493	6.3703	6.3478	0.23
2015-10-15	6.3498	6.3378	6.353	6.337	0.18
2015-10-14	6.3387	6.3411	6.3568	6.3363	-0.06
2015-10-13	6.3423	6.3215	6.3482	6.3192	0.30
2015-10-12	6.3231	6.339	6.3439	6.3145	-0.22
2015-10-9	6.3369	6.34	6.3502	6.3345	-0.08
2015-10-8	6.3419	6.3463	6.3597	6.3387	-0.09
2015-10-7	6.3473	6.3508	6.3551	6.3353	-0.08
2015-10-6	6.3521	6.3476	6.36	6.346	0.05
2015-10-5	6.3491	6.3557	6.3643	6.3441	-0.12
2015-10-2	6.3568	6.3662	6.3802	6.3547	-0.17
2015-10-1	6.3679	6.3617	6.3713	6.3547	0.07
2015-9-30	6.3636	6.3431	6.3679	6.3394	0.31
2015-9-29	6.3441	6.357	6.3753	6.3322	-0.22
2015-9-28	6.358	6.3991	6.3998	6.3564	-0.61
2015-9-25	6.397	6.416	6.4216	6.3951	-0.30
2015-9-24	6.4163	6.4379	6.4441	6.4144	-0.35
2015-9-23	6.4386	6.4158	6.4398	6.4113	0.34
2015-9-22	6.4166	6.3981	6.4207	6.3968	0.28
2015-9-21	6.3986	6.386	6.4079	6.3846	0.18
2015-9-18	6.387	6.3993	6.4036	6.384	-0.21
2015-9-17	6.4005	6.4034	6.4143	6.3968	-0.06
2015-9-16	6.4045	6.4099	6.4128	6.4004	-0.10
2015-9-15	6.4108	6.4016	6.4135	6.3956	0.12
2015-9-14	6.4033	6.408	6.4154	6.3982	-0.10
2015-9-11	6.4097	6.3876	6.4207	6.3772	0.36
2015-9-10	6.3868	6.4646	6.4845	6.3783	-1.23
2015-9-9	6.4665	6.4525	6.4737	6.4441	0.18
2015-9-8	6.4546	6.4792	6.4943	6.4507	-0.38
2015-9-7	6.4789	6.469	6.4925	6.4448	0.19
2015-9-4	6.4665	6.4463	6.4713	6.4456	0.25
2015-9-3	6.4504	6.4457	6.4563	6.4395	0.06
2015-9-2	6.4467	6.4159	6.4591	6.4127	0.45
2015-9-1	6.4177	6.4417	6.4489	6.4067	-0.38
2015-8-31	6.4422	6.4608	6.4627	6.4399	-0.32
2015-8-28	6.463	6.4748	6.4809	6.449	-0.21
2015-8-27	6.4763	6.489	6.4936	6.4711	-0.20
2015-8-26	6.4894	6.5095	6.5168	6.4804	-0.32
2015-8-25	6.5105	6.4916	6.5147	6.4516	0.26
2015-8-24	6.4937	6.453	6.5317	6.4479	0.62
2015-8-21	6.4539	6.438	6.4577	6.4343	0.22
2015-8-20	6.4395	6.4621	6.4638	6.4363	-0.36
2015-8-19	6.4625	6.4389	6.4646	6.4345	0.34
2015-8-18	6.4405	6.443	6.4539	6.4315	-0.06
2015-8-17	6.4445	6.4485	6.4563	6.4303	-0.14
2015-8-14	6.4533	6.4616	6.4636	6.426	-0.14
2015-8-13	6.4622	6.4308	6.5096	6.4304	0.18
2015-8-12	6.4504	6.3878	6.5957	6.3834	0.96
2015-8-11	6.3888	6.2136	6.4062	6.213	2.80
2015-8-10	6.2148	6.2153	6.22	6.2127	-0.02
2015-8-7	6.2162	6.2165	6.2195	6.2144	-0.02
2015-8-6	6.2175	6.2177	6.2209	6.216	-0.01
2015-8-5	6.2183	6.2178	6.2268	6.2163	-0.01
2015-8-4	6.219	6.2182	6.2208	6.214	-0.01
2015-8-3	6.2195	6.2208	6.2218	6.216	-0.03
2015-7-31	6.2211	6.2191	6.2245	6.2139	0.00
2015-7-30	6.2212	6.2169	6.2237	6.2163	0.05
2015-7-29	6.2179	6.2162	6.2208	6.2126	0.01
2015-7-28	6.2172	6.2189	6.2274	6.2131	-0.04
2015-7-27	6.2199	6.2253	6.2276	6.2179	-0.12
2015-7-24	6.2272	6.2135	6.2298	6.212	0.22
2015-7-23	6.2138	6.2112	6.2188	6.2105	0.03
2015-7-22	6.2121	6.2085	6.2138	6.2072	0.04
2015-7-21	6.2097	6.2132	6.2172	6.2068	-0.07
2015-7-20	6.2141	6.213	6.218	6.2112	0.01
2015-7-17	6.2133	6.2133	6.2162	6.2111	-0.01
2015-7-16	6.214	6.2155	6.2183	6.212	-0.03
2015-7-15	6.2157	6.213	6.219	6.211	0.01
2015-7-14	6.2149	6.2161	6.2196	6.212	-0.02
2015-7-13	6.2163	6.2164	6.2194	6.213	-0.02
2015-7-10	6.2174	6.2167	6.2209	6.2116	0.00
2015-7-9	6.2176	6.2217	6.2246	6.2109	-0.09
2015-7-8	6.2229	6.221	6.2301	6.214	0.01
2015-7-7	6.2221	6.2115	6.2287	6.2108	0.16
2015-7-6	6.2124	6.2065	6.2185	6.204	0.09
2015-7-3	6.2066	6.2019	6.2086	6.2014	0.06
2015-7-2	6.2029	6.2044	6.2092	6.2009	-0.03
2015-7-1	6.2048	6.2057	6.2073	6.2011	-0.03
2015-6-30	6.2067	6.206	6.2101	6.2022	-0.01
2015-6-29	6.2075	6.2045	6.2152	6.204	0.03
2015-6-26	6.2057	6.2038	6.2123	6.2025	0.02
2015-6-25	6.2042	6.2015	6.2096	6.1999	0.04
2015-6-24	6.2018	6.199	6.2056	6.1988	0.02
2015-6-23	6.2004	6.2038	6.2069	6.1987	-0.04
2015-6-22	6.203	6.2067	6.2082	6.2012	-0.05
2015-6-19	6.206	6.202	6.2145	6.2015	0.04
2015-6-18	6.2034	6.2029	6.21	6.201	-0.01
2015-6-17	6.2041	6.2084	6.2114	6.2015	-0.07
2015-6-16	6.2085	6.2127	6.2139	6.2074	-0.07
2015-6-15	6.2129	6.2144	6.2165	6.2105	-0.06
2015-6-12	6.2165	6.2103	6.2202	6.2095	0.08
2015-6-11	6.2118	6.2071	6.2135	6.2057	0.05
2015-6-10	6.2084	6.2107	6.2143	6.2061	-0.05
2015-6-9	6.2117	6.2085	6.2155	6.2065	0.05
2015-6-8	6.2088	6.2097	6.2165	6.2066	-0.05
2015-6-5	6.212	6.2041	6.2144	6.2021	0.11
2015-6-4	6.2053	6.1978	6.2096	6.1965	0.10
2015-6-3	6.1992	6.1992	6.2026	6.197	-0.02
2015-6-2	6.2004	6.204	6.2066	6.1981	-0.08
2015-6-1	6.2052	6.2027	6.2067	6.1966	0.03
2015-5-29	6.2035	6.2033	6.2055	6.1998	-0.01
2015-5-28	6.2043	6.2049	6.2079	6.1994	-0.02
2015-5-27	6.2053	6.2083	6.2107	6.2023	-0.07
2015-5-26	6.2094	6.2018	6.2108	6.2007	0.11
2015-5-25	6.2027	6.1996	6.2054	6.198	0.01
2015-5-22	6.202	6.1961	6.2035	6.1925	0.08
2015-5-21	6.1971	6.205	6.2075	6.1947	-0.14
2015-5-20	6.2056	6.209	6.2118	6.2031	-0.06
2015-5-19	6.2093	6.2054	6.2114	6.2035	0.05
2015-5-18	6.2059	6.2018	6.2078	6.2	0.04
2015-5-15	6.2034	6.2027	6.2093	6.2002	-0.02
2015-5-14	6.2046	6.199	6.2064	6.1975	0.07
2015-5-13	6.2005	6.2078	6.2117	6.198	-0.15
2015-5-12	6.21	6.2123	6.215	6.2055	-0.05
2015-5-11	6.2128	6.2076	6.2173	6.2061	0.06
2015-5-8	6.2088	6.2116	6.2146	6.2059	-0.08
2015-5-7	6.2135	6.2014	6.2157	6.1998	0.17
2015-5-6	6.203	6.2058	6.2098	6.1969	-0.07
2015-5-5	6.2073	6.2104	6.2154	6.2049	-0.07
2015-5-4	6.2118	6.2088	6.2163	6.2084	0.01
2015-5-1	6.211	6.2067	6.2159	6.2062	0.05
2015-4-30	6.2082	6.2005	6.2128	6.1964	0.11
2015-4-29	6.2016	6.204	6.2092	6.197	-0.05
2015-4-28	6.2046	6.2141	6.2204	6.1992	-0.20
2015-4-27	6.2168	6.1919	6.2252	6.1919	0.32
2015-4-24	6.1968	6.19	6.2003	6.1869	0.10
2015-4-23	6.1908	6.1937	6.1993	6.1867	-0.07
2015-4-22	6.195	6.1957	6.2011	6.1884	-0.03
2015-4-21	6.197	6.1947	6.2027	6.1938	0.02
2015-4-20	6.1959	6.1951	6.205	6.193	0.05
2015-4-17	6.1928	6.1876	6.1992	6.185	0.07
2015-4-16	6.1884	6.2	6.2037	6.1859	-0.20
2015-4-15	6.2008	6.2132	6.2175	6.197	-0.23
2015-4-14	6.2148	6.2246	6.2279	6.2107	-0.19
2015-4-13	6.2266	6.218	6.2303	6.2157	0.13
2015-4-10	6.2183	6.2172	6.2233	6.214	0.00
2015-4-9	6.2184	6.2048	6.22	6.2045	0.20
2015-4-8	6.206	6.1985	6.2107	6.1967	0.10
2015-4-7	6.2	6.1948	6.2022	6.1918	0.06
2015-4-6	6.1964	6.1962	6.1998	6.1913	0.01
2015-4-3	6.1958	6.2002	6.2056	6.1922	-0.07
2015-4-2	6.1999	6.2035	6.2082	6.1977	-0.08
2015-4-1	6.2046	6.2049	6.2113	6.1985	-0.03
2015-3-31	6.2063	6.2072	6.211	6.201	-0.03
2015-3-30	6.2082	6.2114	6.218	6.2045	-0.06
2015-3-27	6.2118	6.2147	6.2266	6.2088	-0.07
2015-3-26	6.2161	6.2106	6.2181	6.2072	0.10
2015-3-25	6.21	6.2095	6.2199	6.2054	0.00
2015-3-24	6.2101	6.2037	6.2183	6.202	0.08
2015-3-23	6.2049	6.203	6.2178	6.1927	0.02
2015-3-20	6.2037	6.2148	6.2243	6.1953	-0.20
2015-3-19	6.216	6.2216	6.2271	6.1995	-0.14
2015-3-18	6.2248	6.2466	6.2497	6.2198	-0.37
2015-3-17	6.2478	6.2693	6.2711	6.2422	-0.37
2015-3-16	6.2708	6.2833	6.2865	6.2628	-0.23
2015-3-13	6.2855	6.2743	6.2914	6.268	0.16
2015-3-12	6.2757	6.2763	6.2822	6.2667	-0.04
2015-3-11	6.278	6.2826	6.2841	6.2715	-0.08
2015-3-10	6.2832	6.2723	6.2857	6.2693	0.15
2015-3-9	6.2735	6.2835	6.2853	6.2704	-0.18
2015-3-6	6.285	6.2736	6.2873	6.2695	0.17
2015-3-5	6.2746	6.287	6.293	6.271	-0.21
2015-3-4	6.2876	6.2835	6.2896	6.2751	0.04
2015-3-3	6.285	6.2897	6.2935	6.281	-0.09
2015-3-2	6.2904	6.2875	6.3019	6.2817	0.06
2015-2-27	6.2868	6.2774	6.2951	6.2751	0.11
2015-2-26	6.2799	6.2705	6.2817	6.2625	0.14
2015-2-25	6.2712	6.2617	6.2746	6.2608	0.12
2015-2-24	6.2634	6.2723	6.279	6.2607	-0.16
2015-2-23	6.2732	6.2775	6.2804	6.2715	-0.09
2015-2-20	6.279	6.271	6.2816	6.2698	0.10
2015-2-19	6.2725	6.2767	6.2808	6.2706	-0.10
2015-2-18	6.2785	6.2751	6.2853	6.2742	0.04
2015-2-17	6.2763	6.2649	6.2864	6.264	0.16
2015-2-16	6.2663	6.2419	6.2737	6.2415	0.35
2015-2-13	6.2446	6.2398	6.2483	6.2355	0.06
2015-2-12	6.241	6.2458	6.2531	6.239	-0.10
2015-2-11	6.247	6.2562	6.258	6.2425	-0.16
2015-2-10	6.2568	6.249	6.259	6.2408	0.10
2015-2-9	6.2505	6.2478	6.2567	6.246	0.04
2015-2-6	6.2478	6.2411	6.2533	6.2338	0.09
2015-2-5	6.2423	6.2546	6.2663	6.2409	-0.22
2015-2-4	6.2561	6.2552	6.2608	6.246	-0.01
2015-2-3	6.2567	6.2666	6.2763	6.2497	-0.17
2015-2-2	6.2675	6.2817	6.2831	6.2646	-0.25
2015-1-30	6.2833	6.2607	6.2894	6.2544	0.34
2015-1-29	6.2619	6.2577	6.2653	6.2534	0.04
2015-1-28	6.2592	6.2426	6.2633	6.2389	0.25
2015-1-27	6.2437	6.2527	6.2564	6.2375	-0.18
2015-1-26	6.2549	6.254	6.2694	6.2475	0.00
2015-1-23	6.255	6.2208	6.2567	6.2171	0.54
2015-1-22	6.2216	6.216	6.2251	6.209	0.07
2015-1-21	6.2172	6.2204	6.2266	6.2111	-0.07
2015-1-20	6.2218	6.223	6.2283	6.2145	-0.04
2015-1-19	6.2241	6.2315	6.2363	6.22	-0.32
2015-1-16	6.2443	6.2025	6.2443	6.1975	0.46
2015-1-15	6.2154	6.193	6.2175	6.1867	0.34
2015-1-14	6.1944	6.1952	6.1993	6.1914	-0.04
2015-1-13	6.1966	6.1965	6.2048	6.193	-0.01
2015-1-12	6.1974	6.2045	6.2061	6.1945	-0.14
2015-1-9	6.2059	6.2175	6.2189	6.204	-0.20
2015-1-8	6.2183	6.2146	6.2243	6.2131	0.04
2015-1-7	6.2157	6.2115	6.2205	6.2075	0.05
2015-1-6	6.2125	6.227	6.2285	6.2059	-0.25
2015-1-5	6.2281	6.2275	6.2337	6.221	0.00
2015-1-2	6.2284	6.217	6.2313	6.217	0.19
2014-12-31	6.2163	6.2157	6.2279	6.2055	-0.01
2014-12-30	6.2171	6.2335	6.2404	6.213	-0.29
2014-12-29	6.2352	6.2156	6.2378	6.21	0.30
2014-12-26	6.2166	6.2054	6.218	6.2041	0.16
2014-12-25	6.2069	6.2247	6.2264	6.205	-0.29
2014-12-24	6.2248	6.2306	6.2327	6.2212	-0.11
2014-12-23	6.2317	6.2178	6.2338	6.2172	0.21
2014-12-22	6.2188	6.2229	6.2274	6.2135	-0.09
2014-12-19	6.2245	6.2199	6.2302	6.2157	0.06
2014-12-18	6.2205	6.2008	6.225	6.1988	0.30
2014-12-17	6.202	6.1923	6.2027	6.1895	0.15
2014-12-16	6.1928	6.1985	6.2022	6.1887	-0.11
2014-12-15	6.1997	6.196	6.201	6.187	0.05
2014-12-12	6.1963	6.1955	6.204	6.1855	0.00
2014-12-11	6.1963	6.1787	6.1992	6.1742	0.26
2014-12-10	6.18	6.1864	6.2001	6.1765	-0.12
2014-12-9	6.1876	6.172	6.2063	6.1695	0.23
2014-12-8	6.1731	6.1585	6.1824	6.15	0.21
2014-12-5	6.1599	6.1509	6.1608	6.1486	0.13
2014-12-4	6.1521	6.1463	6.1597	6.146	0.08
2014-12-3	6.1474	6.1559	6.157	6.1445	-0.15
2014-12-2	6.1569	6.1571	6.1593	6.1485	-0.02
2014-12-1	6.1582	6.1598	6.169	6.156	-0.04
